datacenter_location,router_name,interface_ip,link_type,latency_ms,bandwidth_gbps,vulnerability_score,node_status,last_security_scan
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_05,172.17.255.198,Edge Distribution,17,40,0.24,Operational / Patch Compliant,2026-06-12T01:33:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_05,10.109.85.77,Edge Distribution,6,10,0.41,Operational / Patch Compliant,2026-06-10T16:58:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_03,10.116.7.106,Edge Distribution,16,10,0.31,Operational / Patch Compliant,2026-06-13T18:18:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_02,172.20.14.67,Edge Distribution,13,40,0.19,Operational / Patch Compliant,2026-06-08T13:52:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_02,172.24.210.151,Edge Distribution,19,40,0.26,Operational / Patch Compliant,2026-06-07T18:48:44Z
US (Virginia-East),US_Distribution_Layer_01,172.17.169.141,Edge Distribution,17,10,0.24,Operational / Patch Compliant,2026-06-14T07:52:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_03,172.27.139.196,Edge Distribution,11,40,0.18,Operational / Patch Compliant,2026-06-09T20:48:44Z
US (Virginia-East),US_Distribution_Layer_04,10.34.131.12,Edge Distribution,5,40,0.68,Mitigation Required,2026-06-07T22:02:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_01,172.31.111.252,Backbone Trunk,6,400,0.4,Operational / Patch Compliant,2026-06-12T07:41:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_05,172.16.65.84,Inter-DC Transit,15,100,0.04,Operational / Patch Compliant,2026-06-10T10:34:44Z
US (Virginia-East),US_Distribution_Layer_02,172.25.175.84,Edge Distribution,18,10,0.24,Operational / Patch Compliant,2026-06-12T12:07:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_03,10.162.246.235,Edge Distribution,14,10,0.26,Operational / Patch Compliant,2026-06-11T19:08:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_01,10.227.242.8,Edge Distribution,20,40,0.85,Critical Exposure,2026-06-12T20:08:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_05,10.184.47.234,Inter-DC Transit,35,100,0.19,Operational / Patch Compliant,2026-06-10T09:31:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_05,10.86.188.103,Backbone Trunk,6,400,0.2,Operational / Patch Compliant,2026-06-14T00:18:44Z
US (Virginia-East),US_Core_Backbone_01,172.18.5.75,Backbone Trunk,4,400,0.19,Operational / Patch Compliant,2026-06-10T23:41:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_05,10.197.248.8,Edge Distribution,18,40,0.11,Operational / Patch Compliant,2026-06-10T00:46:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_03,172.17.111.92,Edge Distribution,18,40,0.41,Operational / Patch Compliant,2026-06-09T16:58:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_04,172.16.103.45,Inter-DC Transit,18,40,0.42,Operational / Patch Compliant,2026-06-08T08:50:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_05,172.18.254.63,Edge Distribution,16,40,0.01,Operational / Patch Compliant,2026-06-09T08:34:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_02,172.23.217.8,Edge Distribution,10,40,0.03,Operational / Patch Compliant,2026-06-15T00:35:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_04,10.127.197.84,Edge Distribution,13,40,0.3,Operational / Patch Compliant,2026-06-07T22:20:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_02,172.26.155.161,Edge Distribution,13,40,0.45,Operational / Patch Compliant,2026-06-07T23:53:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_02,10.213.86.52,Backbone Trunk,4,200,0.2,Operational / Patch Compliant,2026-06-12T03:25:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_03,10.241.183.188,Backbone Trunk,3,100,0.22,Operational / Patch Compliant,2026-06-09T07:34:44Z
US (Virginia-East),US_Core_Backbone_04,172.24.164.16,Backbone Trunk,8,100,0.85,Critical Exposure,2026-06-09T02:55:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_02,172.24.199.93,Edge Distribution,6,40,0.32,Operational / Patch Compliant,2026-06-07T13:39:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_03,10.47.160.117,Edge Distribution,19,40,0.12,Operational / Patch Compliant,2026-06-08T10:20:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_01,10.26.58.215,Backbone Trunk,1,100,0.04,Operational / Patch Compliant,2026-06-09T18:07:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_02,172.17.146.194,Inter-DC Transit,27,40,0.17,Operational / Patch Compliant,2026-06-07T12:48:44Z
US (Virginia-East),US_Border_Gateway_01,10.11.128.217,Inter-DC Transit,13,100,0.02,Operational / Patch Compliant,2026-06-11T00:25:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_05,10.244.150.88,Edge Distribution,15,40,0.16,Operational / Patch Compliant,2026-06-13T04:16:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_04,10.11.57.196,Edge Distribution,6,40,0.18,Operational / Patch Compliant,2026-06-10T11:54:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_05,172.26.3.29,Edge Distribution,5,10,0.16,Operational / Patch Compliant,2026-06-11T16:49:44Z
US (Virginia-East),US_Distribution_Layer_04,172.18.62.171,Edge Distribution,9,10,0.25,Operational / Patch Compliant,2026-06-14T09:36:44Z
US (Virginia-East),US_Border_Gateway_03,172.23.128.85,Inter-DC Transit,26,40,0.18,Operational / Patch Compliant,2026-06-10T08:40:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_02,10.90.13.67,Backbone Trunk,8,100,0.67,Mitigation Required,2026-06-13T14:09:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_02,10.66.107.167,Edge Distribution,21,10,0.35,Operational / Patch Compliant,2026-06-07T10:56:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_03,172.23.62.136,Backbone Trunk,2,100,0.92,Critical Exposure,2026-06-10T23:55:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_02,172.26.205.196,Inter-DC Transit,21,100,0.05,Operational / Patch Compliant,2026-06-12T04:34:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_02,10.188.4.6,Backbone Trunk,4,100,0.04,Operational / Patch Compliant,2026-06-09T15:00:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_05,172.23.107.168,Inter-DC Transit,32,40,0.33,Operational / Patch Compliant,2026-06-14T22:38:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_04,172.22.69.73,Inter-DC Transit,35,40,0.25,Operational / Patch Compliant,2026-06-15T02:38:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_05,10.247.48.54,Edge Distribution,10,10,0.07,Operational / Patch Compliant,2026-06-13T11:05:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_05,172.27.113.157,Backbone Trunk,2,400,0.1,Operational / Patch Compliant,2026-06-07T12:43:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_04,10.169.142.82,Inter-DC Transit,15,100,0.05,Operational / Patch Compliant,2026-06-13T13:35:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_01,172.18.89.197,Edge Distribution,13,10,0.04,Operational / Patch Compliant,2026-06-11T09:23:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_03,10.78.243.247,Edge Distribution,22,40,0.08,Operational / Patch Compliant,2026-06-10T03:29:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_02,172.24.131.232,Edge Distribution,7,40,0.12,Operational / Patch Compliant,2026-06-09T16:58:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_01,10.137.198.66,Inter-DC Transit,26,40,0.18,Operational / Patch Compliant,2026-06-09T02:24:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_04,10.98.96.161,Inter-DC Transit,28,40,0.01,Operational / Patch Compliant,2026-06-10T14:09:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_04,10.194.160.169,Backbone Trunk,3,400,0.88,Critical Exposure,2026-06-07T12:43:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_01,172.22.34.243,Edge Distribution,22,40,0.11,Operational / Patch Compliant,2026-06-12T02:57:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_05,10.243.149.121,Backbone Trunk,4,400,0.37,Operational / Patch Compliant,2026-06-11T23:46:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_04,10.46.15.215,Edge Distribution,16,10,0.18,Operational / Patch Compliant,2026-06-11T13:20:44Z
US (Virginia-East),US_Core_Backbone_05,172.28.205.127,Backbone Trunk,8,200,0.4,Operational / Patch Compliant,2026-06-08T21:46:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_05,172.28.84.232,Inter-DC Transit,33,40,0.27,Operational / Patch Compliant,2026-06-11T01:15:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_03,10.223.7.233,Edge Distribution,5,40,0.41,Operational / Patch Compliant,2026-06-09T01:55:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_05,10.230.116.51,Edge Distribution,22,10,0.2,Operational / Patch Compliant,2026-06-13T13:59:44Z
US (Virginia-East),US_Edge_Aggregation_03,172.20.203.47,Edge Distribution,21,40,0.28,Operational / Patch Compliant,2026-06-15T01:44:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_02,172.17.135.33,Backbone Trunk,7,400,0.07,Operational / Patch Compliant,2026-06-10T21:27:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_01,10.150.244.166,Edge Distribution,10,40,0.1,Operational / Patch Compliant,2026-06-12T11:24:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_02,10.74.59.248,Edge Distribution,22,40,0.35,Operational / Patch Compliant,2026-06-10T00:57:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_01,10.212.229.65,Inter-DC Transit,13,40,0.4,Operational / Patch Compliant,2026-06-07T19:56:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_04,172.20.29.233,Backbone Trunk,3,100,0.83,Critical Exposure,2026-06-12T08:19:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_05,10.168.99.172,Edge Distribution,18,10,0.67,Mitigation Required,2026-06-10T18:32:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_04,10.47.75.101,Backbone Trunk,8,200,0.13,Operational / Patch Compliant,2026-06-09T12:00:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_02,172.24.91.152,Edge Distribution,17,40,0.38,Operational / Patch Compliant,2026-06-14T06:15:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_01,172.29.62.73,Inter-DC Transit,25,100,0.25,Operational / Patch Compliant,2026-06-14T20:04:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_05,172.27.91.82,Inter-DC Transit,18,100,0.01,Operational / Patch Compliant,2026-06-12T18:21:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_05,172.19.115.164,Edge Distribution,11,40,0.32,Operational / Patch Compliant,2026-06-09T02:03:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_04,10.69.94.29,Edge Distribution,5,10,0.15,Operational / Patch Compliant,2026-06-13T02:02:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_02,10.116.191.86,Edge Distribution,14,40,0.15,Operational / Patch Compliant,2026-06-12T08:06:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_03,10.202.194.235,Backbone Trunk,4,100,0.05,Operational / Patch Compliant,2026-06-08T12:13:44Z
US (Virginia-East),US_Core_Backbone_05,172.29.40.104,Backbone Trunk,1,200,0.35,Operational / Patch Compliant,2026-06-12T12:54:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_03,10.49.7.104,Edge Distribution,22,40,0.29,Operational / Patch Compliant,2026-06-13T20:39:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_02,172.18.186.170,Inter-DC Transit,30,100,0.4,Operational / Patch Compliant,2026-06-10T05:57:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_05,10.226.13.56,Backbone Trunk,8,400,0.94,Critical Exposure,2026-06-12T20:57:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_05,10.40.17.70,Inter-DC Transit,26,40,0.33,Operational / Patch Compliant,2026-06-10T08:39:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_01,10.40.10.130,Edge Distribution,7,10,0.1,Operational / Patch Compliant,2026-06-10T03:08:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_02,10.200.220.65,Edge Distribution,14,40,0.24,Operational / Patch Compliant,2026-06-13T03:38:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_04,172.20.124.105,Inter-DC Transit,24,100,0.33,Operational / Patch Compliant,2026-06-14T13:12:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_05,172.26.222.69,Backbone Trunk,1,400,0.02,Operational / Patch Compliant,2026-06-12T10:39:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_02,172.22.39.147,Backbone Trunk,8,400,0.15,Operational / Patch Compliant,2026-06-11T12:38:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_05,172.31.143.202,Backbone Trunk,1,200,0.26,Operational / Patch Compliant,2026-06-11T02:32:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_01,10.165.72.55,Edge Distribution,16,40,0.14,Operational / Patch Compliant,2026-06-14T19:32:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_02,172.28.134.149,Edge Distribution,8,40,0.04,Operational / Patch Compliant,2026-06-12T01:42:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_01,172.16.112.147,Edge Distribution,14,10,0.31,Operational / Patch Compliant,2026-06-11T13:52:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_04,172.16.83.231,Edge Distribution,13,40,0.27,Operational / Patch Compliant,2026-06-10T16:50:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_01,10.213.66.3,Backbone Trunk,5,100,0.44,Operational / Patch Compliant,2026-06-11T19:14:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_03,172.17.17.57,Inter-DC Transit,35,40,0.9,Critical Exposure,2026-06-14T11:41:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_03,10.96.24.140,Inter-DC Transit,25,100,0.16,Operational / Patch Compliant,2026-06-08T13:57:44Z
US (Virginia-East),US_Border_Gateway_01,10.36.178.189,Inter-DC Transit,15,100,0.21,Operational / Patch Compliant,2026-06-08T17:55:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_03,10.130.189.192,Backbone Trunk,6,400,0.08,Operational / Patch Compliant,2026-06-13T11:36:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_02,172.29.180.220,Backbone Trunk,4,400,0.68,Mitigation Required,2026-06-10T20:22:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_01,10.200.227.17,Backbone Trunk,8,400,0.05,Operational / Patch Compliant,2026-06-15T03:52:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_05,172.23.78.114,Inter-DC Transit,35,40,0.09,Operational / Patch Compliant,2026-06-09T12:15:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_02,172.22.153.197,Edge Distribution,12,10,0.09,Operational / Patch Compliant,2026-06-10T09:53:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_05,10.50.228.188,Inter-DC Transit,15,100,0.32,Operational / Patch Compliant,2026-06-08T01:16:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_04,10.217.134.98,Inter-DC Transit,13,100,0.35,Operational / Patch Compliant,2026-06-15T05:18:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_05,172.25.153.47,Backbone Trunk,5,400,0.29,Operational / Patch Compliant,2026-06-13T17:44:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_04,172.23.192.101,Backbone Trunk,8,400,0.1,Operational / Patch Compliant,2026-06-09T20:37:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_03,10.150.177.199,Edge Distribution,15,40,0.02,Operational / Patch Compliant,2026-06-09T09:24:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_01,172.25.239.139,Edge Distribution,7,10,0.89,Critical Exposure,2026-06-12T18:48:44Z
US (Virginia-East),US_Distribution_Layer_05,10.99.78.27,Edge Distribution,22,10,0.14,Operational / Patch Compliant,2026-06-07T10:21:44Z
US (Virginia-East),US_Core_Backbone_01,10.74.225.161,Backbone Trunk,2,100,0.08,Operational / Patch Compliant,2026-06-09T21:24:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_04,10.50.84.66,Edge Distribution,19,10,0.37,Operational / Patch Compliant,2026-06-13T13:14:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_02,10.234.193.228,Inter-DC Transit,26,40,0.15,Operational / Patch Compliant,2026-06-11T21:02:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_03,172.18.1.217,Inter-DC Transit,28,40,0.13,Operational / Patch Compliant,2026-06-14T08:40:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_01,172.24.206.183,Edge Distribution,9,40,0.4,Operational / Patch Compliant,2026-06-15T04:00:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_02,10.171.179.115,Edge Distribution,8,10,0.29,Operational / Patch Compliant,2026-06-15T04:48:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_02,10.182.107.22,Edge Distribution,11,10,0.35,Operational / Patch Compliant,2026-06-14T01:57:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_02,10.80.116.29,Edge Distribution,22,40,0.26,Operational / Patch Compliant,2026-06-13T21:46:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_04,10.159.51.17,Edge Distribution,9,40,0.09,Operational / Patch Compliant,2026-06-15T08:52:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_03,172.28.217.102,Edge Distribution,21,10,0.05,Operational / Patch Compliant,2026-06-12T02:59:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_01,10.100.17.40,Edge Distribution,6,10,0.07,Operational / Patch Compliant,2026-06-07T16:20:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_01,172.24.154.135,Backbone Trunk,8,100,0.93,Critical Exposure,2026-06-09T07:57:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_01,10.241.94.90,Backbone Trunk,7,400,0.08,Operational / Patch Compliant,2026-06-10T15:28:44Z
US (Virginia-East),US_Edge_Aggregation_05,10.161.52.56,Edge Distribution,16,10,0.39,Operational / Patch Compliant,2026-06-09T06:32:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_05,172.29.230.183,Edge Distribution,15,10,0.36,Operational / Patch Compliant,2026-06-14T08:50:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_02,172.31.138.96,Inter-DC Transit,35,40,0.41,Operational / Patch Compliant,2026-06-11T07:13:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_05,10.184.111.15,Backbone Trunk,3,200,0.23,Operational / Patch Compliant,2026-06-13T17:17:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_03,172.31.179.98,Edge Distribution,21,10,0.22,Operational / Patch Compliant,2026-06-08T07:26:44Z
US (Virginia-East),US_Edge_Aggregation_04,10.107.233.236,Edge Distribution,9,40,0.57,Mitigation Required,2026-06-10T15:20:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_02,10.102.154.63,Edge Distribution,9,10,0.24,Operational / Patch Compliant,2026-06-13T09:32:44Z
US (Virginia-East),US_Edge_Aggregation_02,10.208.171.202,Edge Distribution,5,40,0.45,Operational / Patch Compliant,2026-06-12T05:26:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_05,10.72.97.83,Inter-DC Transit,23,100,0.21,Operational / Patch Compliant,2026-06-13T06:04:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_02,172.28.241.123,Backbone Trunk,3,400,0.34,Operational / Patch Compliant,2026-06-14T10:16:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_03,10.173.157.249,Inter-DC Transit,30,100,0.24,Operational / Patch Compliant,2026-06-08T14:44:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_01,10.82.203.186,Inter-DC Transit,34,40,0.72,Critical Exposure,2026-06-13T23:39:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_03,172.19.168.27,Inter-DC Transit,16,40,0.45,Operational / Patch Compliant,2026-06-14T05:05:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_01,10.112.171.28,Backbone Trunk,6,400,0.43,Operational / Patch Compliant,2026-06-09T15:47:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_03,10.16.250.199,Inter-DC Transit,34,40,0.06,Operational / Patch Compliant,2026-06-12T21:04:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_03,172.19.120.232,Edge Distribution,9,40,0.16,Operational / Patch Compliant,2026-06-09T13:25:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_04,10.232.241.189,Inter-DC Transit,25,40,0.31,Operational / Patch Compliant,2026-06-11T22:56:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_01,172.17.151.169,Backbone Trunk,1,400,0.14,Operational / Patch Compliant,2026-06-11T13:55:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_01,10.176.236.23,Inter-DC Transit,22,100,0.37,Operational / Patch Compliant,2026-06-11T04:30:44Z
US (Virginia-East),US_Border_Gateway_05,172.22.186.115,Inter-DC Transit,20,100,0.4,Operational / Patch Compliant,2026-06-09T05:41:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_04,172.29.238.211,Backbone Trunk,4,400,0.03,Operational / Patch Compliant,2026-06-08T03:47:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_05,10.145.121.47,Inter-DC Transit,14,40,0.36,Operational / Patch Compliant,2026-06-09T11:09:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_05,172.31.27.6,Edge Distribution,16,10,0.2,Operational / Patch Compliant,2026-06-13T06:51:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_05,10.80.32.221,Edge Distribution,18,40,0.1,Operational / Patch Compliant,2026-06-13T11:59:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_02,172.20.102.204,Inter-DC Transit,31,40,0.88,Critical Exposure,2026-06-08T21:10:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_05,172.22.145.30,Inter-DC Transit,35,100,0.14,Operational / Patch Compliant,2026-06-15T05:18:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_04,172.20.65.230,Inter-DC Transit,15,100,0.44,Operational / Patch Compliant,2026-06-14T05:38:44Z
